student_id,school,year_enrollment,project
1200589,Medicine,20,Undergraduate
1200590,"Literature, Science, and the Arts",20,Undergraduate
1200591,"Literature, Science, and the Arts",20,Undergraduate
1200592,Medicine,20,Undergraduate
1200593,Education,20,Undergraduate
1200594,Engineering,20,Undergraduate
1200595,"Literature, Science, and the Arts",20,Undergraduate
1200596,"Literature, Science, and the Arts",20,Undergraduate
1200597,"Literature, Science, and the Arts",20,Undergraduate
1200598,"Literature, Science, and the Arts",20,Undergraduate
1200599,"Literature, Science, and the Arts",20,Undergraduate
1200600,Education,20,Undergraduate
1200601,Education,20,Undergraduate
1200602,"Literature, Science, and the Arts",20,Undergraduate
1200603,Engineering,20,Undergraduate
1200604,"Literature, Science, and the Arts",20,Undergraduate
1200605,"Literature, Science, and the Arts",20,Undergraduate
1200606,"Literature, Science, and the Arts",20,Undergraduate
1200607,"Literature, Science, and the Arts",20,Undergraduate
1200608,"Literature, Science, and the Arts",20,Undergraduate
1200609,"Literature, Science, and the Arts",20,Undergraduate
1200610,"Literature, Science, and the Arts",20,Undergraduate
1200611,"Literature, Science, and the Arts",20,Undergraduate
1200612,"Literature, Science, and the Arts",20,Undergraduate
1200613,Education,20,Undergraduate
1200614,"Literature, Science, and the Arts",20,Undergraduate
1200615,"Literature, Science, and the Arts",20,Undergraduate
1200616,"Literature, Science, and the Arts",20,Undergraduate
1200617,Education,20,Undergraduate
1200618,"Literature, Science, and the Arts",20,Undergraduate
1200619,Medicine,20,Undergraduate
1200620,Education,20,Undergraduate
1200621,"Literature, Science, and the Arts",20,Undergraduate
1200622,"Literature, Science, and the Arts",20,Undergraduate
1200623,"Literature, Science, and the Arts",20,Undergraduate
1200624,"Literature, Science, and the Arts",20,Undergraduate
1200625,"Literature, Science, and the Arts",20,Undergraduate
1200626,"Literature, Science, and the Arts",20,Undergraduate
1200627,"Literature, Science, and the Arts",20,Undergraduate
1200628,"Literature, Science, and the Arts",20,Undergraduate
1200629,"Literature, Science, and the Arts",20,Undergraduate
1200630,"Literature, Science, and the Arts",20,Undergraduate
1200631,"Literature, Science, and the Arts",20,Undergraduate
1200632,Engineering,20,Undergraduate
1200633,"Literature, Science, and the Arts",20,Undergraduate
1200634,Education,20,Undergraduate
1200635,"Literature, Science, and the Arts",20,Undergraduate
1200636,"Literature, Science, and the Arts",20,Undergraduate
1200637,Education,20,Undergraduate
1200638,"Literature, Science, and the Arts",20,Undergraduate
1200639,"Literature, Science, and the Arts",20,Undergraduate
1200640,"Literature, Science, and the Arts",20,Undergraduate
1200641,Medicine,20,Undergraduate
1200642,"Literature, Science, and the Arts",20,Undergraduate
1200643,Medicine,20,Undergraduate
1200644,"Literature, Science, and the Arts",20,Undergraduate
1200645,"Literature, Science, and the Arts",20,Undergraduate
1200646,"Literature, Science, and the Arts",20,Undergraduate
1200647,"Literature, Science, and the Arts",20,Undergraduate
1200648,"Literature, Science, and the Arts",20,Undergraduate
1200649,"Literature, Science, and the Arts",20,Undergraduate
1200650,"Literature, Science, and the Arts",20,Undergraduate
1200651,"Literature, Science, and the Arts",20,Undergraduate
1200652,"Literature, Science, and the Arts",20,Undergraduate
1200653,Medicine,20,Undergraduate
1200654,"Literature, Science, and the Arts",20,Undergraduate
1200655,"Literature, Science, and the Arts",20,Undergraduate
1200656,"Literature, Science, and the Arts",20,Undergraduate
1200657,Medicine,20,Undergraduate
1200658,Medicine,20,Undergraduate
1200659,"Literature, Science, and the Arts",20,Undergraduate
1200660,"Literature, Science, and the Arts",20,Undergraduate
1200661,Education,20,Undergraduate
1200662,Education,20,Undergraduate
1200663,"Literature, Science, and the Arts",20,Undergraduate
1200664,"Literature, Science, and the Arts",20,Undergraduate
1200665,"Literature, Science, and the Arts",20,Undergraduate
1200666,"Literature, Science, and the Arts",20,Undergraduate
1200667,Education,20,Undergraduate
1200668,Education,20,Undergraduate
1200669,Engineering,20,Undergraduate
1200670,"Literature, Science, and the Arts",20,Undergraduate
1200671,"Literature, Science, and the Arts",20,Undergraduate
1200672,"Literature, Science, and the Arts",20,Undergraduate
1200673,"Literature, Science, and the Arts",20,Undergraduate
1200674,"Literature, Science, and the Arts",20,Undergraduate
1200675,Engineering,20,Undergraduate
1200676,"Literature, Science, and the Arts",20,Undergraduate
1200677,Education,20,Undergraduate
1200678,"Literature, Science, and the Arts",20,Undergraduate
1200679,"Literature, Science, and the Arts",20,Undergraduate
1200680,"Literature, Science, and the Arts",20,Undergraduate
1200681,Engineering,20,Undergraduate
1200682,Education,20,Undergraduate
1200683,"Literature, Science, and the Arts",20,Undergraduate
1200684,"Literature, Science, and the Arts",20,Undergraduate
1200685,"Literature, Science, and the Arts",20,Undergraduate
1200686,"Literature, Science, and the Arts",20,Undergraduate
1200687,"Literature, Science, and the Arts",20,Undergraduate
1200688,"Literature, Science, and the Arts",20,Undergraduate
1200689,"Literature, Science, and the Arts",20,Undergraduate
1200690,"Literature, Science, and the Arts",20,Undergraduate
1200691,"Literature, Science, and the Arts",20,Undergraduate
1200692,Education,20,Undergraduate
1200693,"Literature, Science, and the Arts",20,Undergraduate
1200694,Medicine,20,Undergraduate
1200695,"Literature, Science, and the Arts",20,Undergraduate
1200696,"Literature, Science, and the Arts",20,Undergraduate
1200697,Medicine,20,Undergraduate
1200698,"Literature, Science, and the Arts",20,Undergraduate
1200699,"Literature, Science, and the Arts",20,Undergraduate
1200700,Education,20,Undergraduate
1200701,"Literature, Science, and the Arts",20,Undergraduate
1200702,"Literature, Science, and the Arts",20,Undergraduate
1200703,"Literature, Science, and the Arts",20,Undergraduate
1200704,"Literature, Science, and the Arts",20,Undergraduate
1200705,Education,20,Undergraduate
1200706,"Literature, Science, and the Arts",20,Undergraduate
1200707,"Literature, Science, and the Arts",20,Undergraduate
1200708,Medicine,20,Undergraduate
1200709,"Literature, Science, and the Arts",20,Undergraduate
1200710,Education,20,Undergraduate
1200711,"Literature, Science, and the Arts",20,Undergraduate
1200712,"Literature, Science, and the Arts",20,Undergraduate
1200713,"Literature, Science, and the Arts",20,Undergraduate
1200714,Medicine,20,Undergraduate
1200715,Medicine,20,Undergraduate
1200716,Engineering,20,Undergraduate
1200717,"Literature, Science, and the Arts",20,Undergraduate
1200718,"Literature, Science, and the Arts",20,Undergraduate
1200719,Medicine,20,Undergraduate
1200720,"Literature, Science, and the Arts",20,Undergraduate
1200721,Engineering,20,Undergraduate
1200722,Engineering,20,Undergraduate
1200723,Engineering,20,Undergraduate
1200724,"Literature, Science, and the Arts",20,Undergraduate
1200725,"Literature, Science, and the Arts",20,Undergraduate
1200726,"Literature, Science, and the Arts",20,Undergraduate
1200727,Medicine,20,Undergraduate
1200728,"Literature, Science, and the Arts",20,Undergraduate
1200729,"Literature, Science, and the Arts",20,Undergraduate
1200730,"Literature, Science, and the Arts",20,Undergraduate
1200731,Education,20,Undergraduate
1200732,"Literature, Science, and the Arts",20,Undergraduate
1200733,"Literature, Science, and the Arts",20,Undergraduate
1200734,"Literature, Science, and the Arts",20,Undergraduate
1200735,"Literature, Science, and the Arts",20,Undergraduate
1200736,"Literature, Science, and the Arts",20,Undergraduate
1200737,"Literature, Science, and the Arts",20,Undergraduate
1200738,Education,20,Undergraduate
1200739,Engineering,20,Undergraduate
1200740,"Literature, Science, and the Arts",20,Undergraduate
1200741,Engineering,20,Undergraduate
1200742,Education,20,Undergraduate
1200743,"Literature, Science, and the Arts",20,Undergraduate
1200744,"Literature, Science, and the Arts",20,Undergraduate
1200745,"Literature, Science, and the Arts",20,Undergraduate
1200746,Education,20,Undergraduate
1200747,"Literature, Science, and the Arts",20,Undergraduate
1200748,"Literature, Science, and the Arts",20,Undergraduate
1200749,Education,20,Undergraduate
1200750,"Literature, Science, and the Arts",20,Undergraduate
1200751,Education,20,Undergraduate
1200752,"Literature, Science, and the Arts",20,Undergraduate
1200753,"Literature, Science, and the Arts",20,Undergraduate
1200754,"Literature, Science, and the Arts",20,Undergraduate
1200755,"Literature, Science, and the Arts",20,Undergraduate
1200756,"Literature, Science, and the Arts",20,Undergraduate
1200757,"Literature, Science, and the Arts",20,Undergraduate
1200758,Engineering,20,Undergraduate
1200759,Medicine,20,Undergraduate
1200760,"Literature, Science, and the Arts",20,Undergraduate
1200761,"Literature, Science, and the Arts",20,Undergraduate
1200762,"Literature, Science, and the Arts",20,Undergraduate
1200763,"Literature, Science, and the Arts",20,Undergraduate
1200764,Engineering,20,Undergraduate
1200765,"Literature, Science, and the Arts",20,Undergraduate
1200766,Education,20,Undergraduate
1200767,"Literature, Science, and the Arts",20,Undergraduate
1200768,"Literature, Science, and the Arts",20,Undergraduate
1200769,"Literature, Science, and the Arts",20,Undergraduate
1200770,"Literature, Science, and the Arts",20,Undergraduate
1200771,"Literature, Science, and the Arts",20,Undergraduate
1200772,Education,20,Undergraduate
1200773,"Literature, Science, and the Arts",20,Undergraduate
1200774,"Literature, Science, and the Arts",20,Undergraduate
1200775,Medicine,20,Undergraduate
1200776,"Literature, Science, and the Arts",20,Undergraduate
1200777,Engineering,20,Undergraduate
1200778,"Literature, Science, and the Arts",20,Undergraduate
1200779,"Literature, Science, and the Arts",20,Undergraduate
1200780,"Literature, Science, and the Arts",20,Undergraduate
1200781,Medicine,20,Undergraduate
1200782,"Literature, Science, and the Arts",20,Undergraduate
1200783,"Literature, Science, and the Arts",20,Undergraduate
1200784,"Literature, Science, and the Arts",20,Undergraduate
1200785,Engineering,20,Undergraduate
1200786,"Literature, Science, and the Arts",20,Undergraduate
1200787,"Literature, Science, and the Arts",20,Undergraduate
1200788,Education,20,Undergraduate
1200789,"Literature, Science, and the Arts",20,Undergraduate
1200790,"Literature, Science, and the Arts",20,Undergraduate
1200791,"Literature, Science, and the Arts",20,Undergraduate
1200792,"Literature, Science, and the Arts",20,Undergraduate
1200793,"Literature, Science, and the Arts",20,Undergraduate
1200794,Engineering,20,Undergraduate
1200795,"Literature, Science, and the Arts",20,Undergraduate
1200796,"Literature, Science, and the Arts",20,Undergraduate
1200797,"Literature, Science, and the Arts",20,Undergraduate
1200798,Medicine,20,Undergraduate
1200799,Engineering,20,Undergraduate
1200800,"Literature, Science, and the Arts",20,Undergraduate
1200801,"Literature, Science, and the Arts",20,Undergraduate
1200802,"Literature, Science, and the Arts",20,Undergraduate
1200803,"Literature, Science, and the Arts",20,Undergraduate
1200804,"Literature, Science, and the Arts",20,Undergraduate
1200805,"Literature, Science, and the Arts",20,Undergraduate
1200806,"Literature, Science, and the Arts",20,Undergraduate
1200807,Education,20,Undergraduate
1200808,"Literature, Science, and the Arts",20,Undergraduate
1200809,"Literature, Science, and the Arts",20,Undergraduate
1200810,"Literature, Science, and the Arts",20,Undergraduate
1200811,"Literature, Science, and the Arts",20,Undergraduate
1200812,"Literature, Science, and the Arts",20,Undergraduate
1200813,"Literature, Science, and the Arts",20,Undergraduate
1200814,"Literature, Science, and the Arts",20,Undergraduate
1200815,"Literature, Science, and the Arts",20,Undergraduate
1200816,"Literature, Science, and the Arts",20,Undergraduate
1200817,Medicine,20,Undergraduate
1200818,"Literature, Science, and the Arts",20,Undergraduate
1200819,"Literature, Science, and the Arts",20,Undergraduate
1200820,"Literature, Science, and the Arts",20,Undergraduate
1200821,"Literature, Science, and the Arts",20,Undergraduate
1200822,"Literature, Science, and the Arts",20,Undergraduate
1200823,"Literature, Science, and the Arts",20,Undergraduate
1200824,Engineering,20,Undergraduate
1200825,"Literature, Science, and the Arts",20,Undergraduate
1200826,"Literature, Science, and the Arts",20,Undergraduate
1200827,"Literature, Science, and the Arts",20,Undergraduate
1200828,"Literature, Science, and the Arts",20,Undergraduate
1200829,"Literature, Science, and the Arts",20,Undergraduate
1200830,"Literature, Science, and the Arts",20,Undergraduate
1200831,"Literature, Science, and the Arts",20,Undergraduate
1200832,"Literature, Science, and the Arts",20,Undergraduate
1200833,Education,20,Undergraduate
1200834,"Literature, Science, and the Arts",20,Undergraduate
1200835,"Literature, Science, and the Arts",20,Undergraduate
1200836,"Literature, Science, and the Arts",20,Undergraduate
1200837,"Literature, Science, and the Arts",20,Undergraduate
1200838,"Literature, Science, and the Arts",20,Undergraduate
1200839,Engineering,20,Undergraduate
1200840,"Literature, Science, and the Arts",20,Undergraduate
1200841,"Literature, Science, and the Arts",20,Undergraduate
1200842,"Literature, Science, and the Arts",20,Undergraduate
1200843,"Literature, Science, and the Arts",20,Undergraduate
1200844,Education,20,Undergraduate
1200845,"Literature, Science, and the Arts",20,Undergraduate
1200846,"Literature, Science, and the Arts",20,Undergraduate
1200847,Medicine,20,Undergraduate
1200848,"Literature, Science, and the Arts",20,Undergraduate
1200849,"Literature, Science, and the Arts",20,Undergraduate
1200850,"Literature, Science, and the Arts",20,Undergraduate
1200851,"Literature, Science, and the Arts",20,Undergraduate
